preco;quartos;suites;vagas;area;bairro;tipo;cidade;url;descricao;caracteristica
480000;;0;0;92;Centro;Loja;pelotas;https://www.zapimoveis.com.br/superdestaque/venda+loja-shopping-ct-comercial+centro+pelotas+rs+92m2/ID-16485770/;Nova otima localizacao central!  Ver descricao completa;Andares: 1 |                      Informacoes Complementares: Excelente localizacao, entre Cassiano e Major Cicero, nova, porcelanato, cortina automatizada, 2 wcs, recepcao, massa corrida, pintura hidraulica, e eletrica novas, vitrines, rampa de acesso, WC  PNE, area de luz. Area total 92m2. Otima expectativa de renda.
449000;3;2;1;180;Centro;Casa;pelotas;https://www.zapimoveis.com.br/superdestaque/venda+casa+3-quartos+centro+pelotas+rs+180m2/ID-15832175/;Sobrado moderno e espacoso, recem reformado, localizado proximo a Avenida Bento Goncalves, com 3 dormitorios, sendo 2 suites, closed com armarios, piso flutuante, sala de estar, sala de jantar, cozinha planejada, churrasqueira fechada, terraco, sacada envidracada, numa regiao arborizada, silenciosa e proxima de tudo. Aceito apartamento ate R$ 250.000 estudo proposta a vista. EXCLUSIVIDADE  Ver descricao completa;Andares: 2 |                   Caracteristicas do Imovel: Ambientes Integrados, Ar Condicionado, Armario de Cozinha, Armario Embutido, Blindex, Closet, Cozinha Americana, Escada, Gesso - Sanca - Teto Rebaixado, Janelas de Aluminio, Janelas Grandes, Laje, Lareira, Moveis Planejados, Piso Laminado, Porcelanato, Sala de Jantar, Sala Grande, Ventilacao Natural, Vista Panoramica
636000;3;3;2;203;Las Acacias;Casa;pelotas;https://www.zapimoveis.com.br/superdestaque/venda+casa+3-quartos+las-acacias+pelotas+rs+203m2/ID-8929492/;"Sobrado Novo, pronto para morar. Sao 3 suites com sacada na parte superior todo em piso flutuante; na parte terrea possui ampla sala 2 ambientes com lareira, em porcelanato, lavabo, cozinha americana, varanda com churrasqueira, lavanderia e patio.  Ver descricao completa";Andares: 2 |                   Caracteristicas do Imovel: Ambientes Integrados, Blindex, Churrasqueira na Varanda, Closet, Cozinha Americana, Escada, Gas Encanado, Janelas de Aluminio, Janelas Grandes, Laje, Lareira, Lavabo, Muros e Grades, Piso de Madeira, Porcelanato, Sala Grande, Varanda, Varanda Gourmet, Ventilacao Natural                  Caracteristicas das Areas Comuns: Churrasqueira, Hall de Entrada, Jardim
180000;3;0;0;78;Cohabpel;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+cohabpel+pelotas+rs+78m2/ID-15831216/?paginaoferta=1;Apartamento na Cohabpel terreo, 3 dormitorios, sala, copa-cozinha, banheiro social, lavanderia, todo gradeado, janelas com telas, posicao solar norte, desocupado.  Ver descricao completa;Andares: 1 |                   Caracteristicas do Imovel: Acessibilidade, Armario de Cozinha, Armario Embutido, Janelas Grandes, Ventilacao Natural                  Caracteristicas das Areas Comuns: Playground
250000;;0;0;400;Areal;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+areal+pelotas+rs/ID-12699375/?paginaoferta=1;Completa infra-estrutura de lazer e seguranca com niveis de excelencia aos proprietarios. O empreendimento e formado por uma area de 35 hectares, com apenas 47% da area total ocupada pelos lotes. Estrutura completa de lazer, envolvendo clube com espaco gourmet, salao de festas equipado, espaco infantil, sala de jogos, espaco fitness, piscina termica, piscina ao ar livre com deck molhado, playground, quadras de futebol e volei, quadras de tenis (uma delas coberta), campo de futebol, quiosques, pergolados. Seguranca 24 horas, incluindo portico de acesso com central de monitoramento. Situado junto a rotula de acesso das Avenidas Ferreira Viana e Sao Francisco de Paula, proximo ao Shopping Pelotas e a poucos minutos do centro da cidade, Parque da Baronesa e praias do Laranjal. Os terrenos que possuimos no Lagos de Sao Goncalo estao com a documentacao rigorosamente em dia e prontos para serem entregues ao novos proprietarios.  Ver descricao completa;Caracteristicas do Imovel: Muros e Grades                  Caracteristicas das Areas Comuns: Energia Eletrica, Esgoto, Estrada Asfaltada, Lago, Sala de Ginastica
390000;;0;0;55;Centro;Conjunto;pelotas;https://www.zapimoveis.com.br/oferta/venda+conjunto-comercial-sala+centro+pelotas+rs+55m2/ID-10433182/?paginaoferta=1;Sala nova, nunca habitada, no edificio comercial mais moderno de Pelotas. O Moinho Office tem area construida de 24.000 metros quadrados, sendo que a fachada do imovel se estende por 106 metros na Avenida Dom Joaquim, e se prolongara por outros 48 metros pela Avenida Fernando Osorio. No total sao 112 salas distribuidas por oito andares, mais o pavimento terreo com recepcao e portaria 24 horas, e pelo lado de fora quatro lojas de frente para a Dom Joaquim e igual numero de lojas de frente para a Fernando Osorio. O complexo tambem conta com quatro saloes para espacos de convivencia, como academia, restaurante, cafeteria, etc., auditorio com 120 lugares, salao de festas com churrasqueira. Documentacao rigorosamente em dia, possibilidade de aceitar financiamento, parcelamento direto. Entrega imediata. Tenha mais informacoes conversando conosco, estamos a disposicao atraves dos telefones ou WhatsApp (53) 9.9982.3196 - Carlos e (53) 9.8124.7010 - Marcelo, atendemos todos os dias da sem  Ver descricao completa;Andares: 8 |                         Ano de Construcao: 2015                  Caracteristicas do Imovel: Acessibilidade, Gesso - Sanca - Teto Rebaixado, Janelas Grandes, Ventilacao Natural, Vista Panoramica                  Caracteristicas das Areas Comuns: Area de Lazer, Copa, Hall de Entrada                 Informacoes Complementares: Aceita financiamento, veiculo, proposta. Consulte outras dimensoes de sala, vaga de garagem, valores. Temos as melhores opcoes a venda no edificio. Tenha mais informacoes conversando conosco, estamos a disposicao atraves dos telefones/WhatsApp (53) 9.9982.3196 - Carlos e (53) 9.8124.7010 - Marcelo
390000;3;1;1;104;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+104m2/ID-16974708/?paginaoferta=1;"Exclusivo - Apartamento - Rua Antonio dos Anjos entre Av. Juscelino K. e a Rua Goncalves Chaves; Imovel de 105 metros quadrados e otima localizacao; 104m de area Apartamento de 3 quartos, sendo 1 suite; Semi-mobiliado; 3 banheiros; Cozinha de otimo tamanho; Lavanderia; Area de servico; Sacada fechada; Churrasqueira; Lareira de ferro; Piso laminado; Predio com elevador; Garagem individual; Condominio de R$240,00 BARBADA! Valor: R$ 390.000,00 Entre em contato pelo telefone abaixo e nao perca essa oportunidade. (53) 99152.6969 (WhatsApp) Creci/RS 56.279  Ver descricao completa";Andares: 4 |                         Ano de Construcao: 2001                  Caracteristicas do Imovel: Ar Condicionado, Churrasqueira na Varanda, Cozinha Grande, Lareira, Mobiliado, Piso Laminado, Quarto/WC Empregada
604000;3;1;2;132;Tres Vendas;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+tres-vendas+pelotas+rs+132m2/ID-16954223/?paginaoferta=1;"Casa Impecavel proxima ao Parque Tenis Clube Rua Franklin Olive Leite, Tres Vendas Sobrado com 132 metros quadrados de area construida; 03 dormitorios, sendo uma suite; 2 banheiros, 1 lavabo e 1 banheiro de empregada. Sala de estar e cozinha integrados; Moveis planejados ficam; Fogao 5 bocas; Coifa; Alarme; Patio com piscina aquecida; Circuito interno de tv; Pressurizador de agua de 1cv; Aquecimento a gas; Persianas eletricas; Area de servico; Churrasqueira; 2 vagas de garagem; 4 splits (1 9000 Btus, 2 de 12000 Ntus e 1 de 24000 Btus) R$ 604.000,00 Entre em contato e marque sua visita. (53) 99152.6969 Creci/RS 56.279  Ver descricao completa";Andares: 2 |                   Caracteristicas do Imovel: Ar Condicionado, Cozinha Americana, Escada, Estuda Permuta, Lavabo, Mobiliado, Moveis Planejados, Muros e Grades, Quarto/WC Empregada                  Caracteristicas das Areas Comuns: Churrasqueira, Piscina
1300000;4;1;2;260;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa-de-condominio+4-quartos+areal+pelotas+rs+260m2/ID-9298814/?paginaoferta=2;Este sobrado foi vendido. Em breve, nova residencia alto padrao a venda no Lagos de Sao Goncalo. Entre em contato conosco para ser informado em primeira mao. Estamos a disposicao atraves dos telefones ou WhatsApp (53) 9.9982.3196 - Carlos e (53) 9.8124.7010 - Marcelo, atendemos 7 dias por semana. Somos especialistas em imoveis prontos e na planta, residenciais e comerciais, com atuacao concentrada nos bairros de melhor padrao: Centro, Clube Brilhante/Dom Joaquim, Treptow, Imigrantes, Colina do Sol, Baronesa, Parque Una, Lagos de Sao Goncalo, Recanto de Portugal, Las Acacias, Veredas, Laranjal, e situados nas principais avenidas da cidade como Juscelino Kubitschek, Dom Joaquim, Fernando Osorio, Ferreira Viana e Adolfo Fetter. Quer comprar imovel? Consulte especialistas.  Ver descricao completa;Andares: 2 |                         Ano de Construcao: 2017                  Caracteristicas do Imovel: Ambientes Integrados, Ar Condicionado, Closet, Cozinha Grande, Escada, Escritorio, Gesso - Sanca - Teto Rebaixado, Janelas Grandes, Lareira, Lavabo, Piso Laminado, Quarto/WC Empregada, Quintal, Sala de Almoco, Sala de Jantar, Sala Grande, Varanda, Varanda Gourmet, Ventilacao Natural, Vista Panoramica, WC Empregada                  Caracteristicas das Areas Comuns: Academia, Area de Lazer, Campo de Futebol, Churrasqueira, Copa, Espaco Gourmet, Estacionamento Visitantes, Jardim, Piscina, Playground, Quadra de Tenis, Quadra Poliesportiva, Sala de Ginastica, Salao de Festas, Salao de Jogos
670000;3;1;2;211;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+centro+pelotas+rs+211m2/ID-16136948/?paginaoferta=2;Aconchego e Charme a Disposicao - Casa Ampla Casa com 3 dormitorios, sendo acima do salao de festas uma linda e aconchegante suite, salas de estar e jantar, sala intima, escritorio, cozinha ampla, 3 banheiros social, lavanderia e garagem para 2 carros. Caracteristicas: banheiro de hidro, churrasqueira, lareia, patio frente e fundos e espaco de luz proprio para jardim de inverno.  Ver descricao completa;Caracteristicas do Imovel: Banheira, Cozinha Grande, Despensa, Escritorio, Lareira, Sala de Jantar, Sala Grande
265000000;1;0;1;62;Centro;Loft;pelotas;https://www.zapimoveis.com.br/oferta/venda+loft+1-quarto+centro+pelotas+rs+62m2/ID-16460253/?paginaoferta=1;Studio Residence -Todo mobiliado, Apartamento de lateral, sol nascente, 1 dormitorio com suite e lavabo, sala 2 ambientes, cozinha, agua quente, varanda com linda vista e box com armario, garagem coberta Predio novo, bem localizado, com elevador e portaria 24 horas! Confira.tel 22 988542155. Lucia. Quitado e com RGI. ? 1 quarto ? 1 suite ? 1 vaga ? 62m2 Centro Rua Dom Pedro II  Pelotas RS Apartamento 402  Ver descricao completa;Andares: 6 |                         Ano de Construcao: 2011                  Caracteristicas do Imovel: Acessibilidade, Ambientes Integrados, Armario de Cozinha, Armario Embutido, Blindex, Cozinha Americana, Deposito Privativo no Subsolo, Gas Encanado, Gesso - Sanca - Teto Rebaixado, Isolamento Acustico, Isolamento Termico, Janelas Grandes, Mobiliado, Moveis Planejados, Porcelanato, Sala Grande, Varanda, Ventilacao Natural, Vista Panoramica
500000;3;1;1;127;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+127m2/ID-13891310/?paginaoferta=1;Portaria horario comercial, gas nos banheiros e cozinha.  Ver descricao completa;Andares: 9 |                   Caracteristicas do Imovel: Ambientes Integrados, Blindex, Cozinha Grande, Gas Encanado, Gesso - Sanca - Teto Rebaixado, Janelas Grandes, Piso de Madeira, Quarto/WC Empregada, Sala de Almoco, Sala de Jantar, Sala Grande
147000;2;0;1;51;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+51m2/ID-17199694/?paginaoferta=1;"Apartamentos com 1 e 2 dormitorios em regiao universitaria. More a poucos minutos do centro da cidade. com sala, cozinha, area de servico e vaga de estacionamento individual. Valores a partir de R$ 147.000. Perfeito para estudantes. *Central de gas; *Baixo custo condominial; *Area privativa de 34,77m2 a 51,33m2; *12 apartamentos distribuidos em 4 pavimentos. PRAZO DE ENTREGA PARA MAIO DE 2018  Ver descricao completa";Andares: 4 |                         Ano de Construcao: 2018                  Caracteristicas do Imovel: Acessibilidade, Gas Encanado, Sala de Jantar, Sala Grande
560000;3;1;2;160;Treptow;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa-de-condominio+3-quartos+treptow+pelotas+rs+160m2/ID-9217391/?paginaoferta=1;Casa em condominio fechado proximo a Dom Joaquim. Com 3 amplos dormitorios, sendo 1 suite. 160 m2 construidos, otima posicao solar com frente Norte. Construcao solida e sem necessidade de reformas, toda climatizada, cozinha montada com moveis planejados, churrasqueira, lareira e 2 vagas para carro (com espaco para mais veiculos). Condominio exclusivo com poucas casas, seguranca total com portaria 24 horas. Documentacao rigorosamente em dia, possibilidade de aceitar financiamento, preco de ocasiao para vender: R$ 560.000,00. Entrega imediata. Situado na melhor regiao da cidade, no bairro Treptow proximo a Avenida Dom Joaquim. Zona calma, predominantemente residencial, com construcoes de otimo nivel. A 250 metros da Avenida Dom Joaquim. Proximidade de restaurantes (cozinha oriental, portuguesa, contemporanea, comida natural/vegana, buffet da balanca), academias, estudio de pilates, padaria, farmacia, posto de gasolina, escola de ingles, clube social, ciclovia, pista de caminhada.  Ver descricao completa;Andares: 2 |                         Ano de Construcao: 2003                  Caracteristicas do Imovel: Ar Condicionado, Armario de Cozinha, Armario Embutido, Churrasqueira na Varanda, Despensa, Escada, Isolamento Acustico, Lareira, Lavabo, Piso Laminado, Quintal, Sala de Almoco, Sala de Jantar, Varanda                  Caracteristicas das Areas Comuns: Estacionamento Visitantes, Jardim, Playground                 Informacoes Complementares: Aceita parcelamento, financiamento, proposta.
890000;3;1;2;225;Laranjal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa-de-condominio+3-quartos+laranjal+pelotas+rs+225m2/ID-17376661/?paginaoferta=1;Projeto diferenciado! Sobrado com 3 dormitorios no terreo. No superior um belo terraco com piscina aquecida, espaco gourmet com lareira. Salada 2 ambientes com lareira, aberturas em PVC todas teladas!!!! 225 m2 de area util e 194 m2 construidos. Condominio Veredas Altos do Laranjal. Imovel NOVO NUNCA HABITADO. Melhor relacao custo/m2/benefico.  Ver descricao completa;Andares: 2 |                         Ano de Construcao: 2017                  Caracteristicas do Imovel: Acessibilidade, Ambientes Integrados, Blindex, Closet, Cozinha Americana, Despensa, Escada, Estuda Permuta, Gas Encanado, Gesso - Sanca - Teto Rebaixado, Laje, Lareira, Muro de Vidro, Porcelanato, Quintal, Rampas, Vista Panoramica                  Caracteristicas das Areas Comuns: Academia, Area de Lazer, Campo de Futebol, Churrasqueira, Espaco Gourmet, Estacionamento Visitantes, Piscina, Playground, Quadra de Tenis, Quadra Poliesportiva, Sala de Ginastica, Salao de Festas, Salao de Jogos, Sauna                 Informacoes Complementares: FACILITO PAGAMENTO PODENDO SER EM ATE PARCELAS SEMESTRAIS. ACEITO SOJA, ARROZ E GADO.
212000;3;1;2;54;Fragata;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa-de-condominio+3-quartos+fragata+pelotas+rs+54m2/ID-15834301/?paginaoferta=2;Sobrado diferenciado no Residencial Pinheiros no Fragata, com 3 dormitorios, sendo um suite, sala de estar e jantar, cozinha com moveis planejados, 2 banheiros, lavanderia, pequeno patio com churrasqueira, garagem fechada para um carro mais estacionamento. Exclusividade  Ver descricao completa;Caracteristicas do Imovel: Acessibilidade, Ambientes Integrados, Ar Condicionado, Armario de Cozinha, Escada, Geminada, Gesso - Sanca - Teto Rebaixado, Janelas de Aluminio, Laje, Moveis Planejados, Porcelanato, Ventilacao Natural                  Caracteristicas das Areas Comuns: Area de Lazer, Churrasqueira, Estacionamento Visitantes, Playground, Salao de Festas
530000;4;1;1;159;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+4-quartos+centro+pelotas+rs+159m2/ID-16872948/?paginaoferta=2;Amplo apartamento com 3 dormitorios, sendo 1 suite com closed, salas de estar, jantar, escritorio (ou opcao para mais um dormitorio) dependencia completa, espacosa lavanderia, agua quente, posicao solar norte, garagem, de frente com sacada, elevador. Aceito apto menor no negocio. Estudo propostas.  Ver descricao completa;Andares: 4 |
